Name_phone,Id_comment,Name_comment,Buy_place_comment,Content_comment,Used_comment
POCO C40,r-52080910,Ngọc Tân,Đã mua tại TGDD,"Máy xài rất ok ,nhanh nữa",Đã dùng khoảng 1 tuần
POCO C40,r-52070120,SUM,Đã mua tại TGDD,Con này ngon lắm mọi người ạ giá rẻ dùng lâu dài ổn,Đã dùng khoảng 1 tuần
POCO C40,r-52013988,Trần Phước Lành,Đã mua tại TGDD,Điện thoại sài rất ổn ...nhân viên TGDD tư vấn nhiệt tình,Đã dùng khoảng 1 tuần
POCO C40,r-51976635,KHOA,Đã mua tại DMX,Rất tốt,Đã dùng khoảng 1 tuần
POCO C40,r-51959433,Khánh Trương,Đã mua tại TGDD,Hài lòng với sản phẩm,Đã dùng khoảng 1 tuần
POCO C40,r-51958439,HÙNG,Đã mua tại DMX,Sản phẩm này tốt,Đã dùng khoảng 1 tuần
POCO C40,r-51953041,Lê Minh Hùng,Đã mua tại DMX,Rất đẹp!!😍😍😍😍,Đã dùng khoảng 1 tuần
POCO C40,r-51938951,Lê Trọng Cường,Đã mua tại DMX,"Sản phẩm rất tốt, cảm ơn dmx",Đã dùng khoảng 1 tuần
POCO C40,r-51938002,Do Thi Hong Duyen,Đã mua tại TGDD,Rẻ đep bền,Đã dùng khoảng 1 tuần
POCO C40,r-51896558,Khánh,Đã mua tại TGDD,sạc nhanh. rất nhanh,Đã dùng khoảng 1 tuần
POCO C40,r-51886502,Minh,Đã mua tại TGDD,chất lượng tuyệt vời. pin dùng lâu. máy chạy mượt,Đã dùng khoảng 1 tuần
POCO C40,r-51874254,Cường,Đã mua tại TGDD,Sản phẩm rất ok,Đã dùng khoảng 3 ngày
POCO C40,r-51874139,Tạ Văn Hưng,Đã mua tại TGDD,Phù hợp vs giá pin trâu,Đã dùng khoảng 1 ngày
POCO C40,r-51856465,Ngô Quý,Đã mua tại TGDD,"Với tầm mua máy này quá pin quá trâu dùng mãi chả hết Cầu hình dùng ổn định, có ốp nữa thì quá tuyệt vời",Đã dùng khoảng 4 ngày
POCO C40,r-51856435,NGO VAN TAM,Đã mua tại TGDD,"Máy dùng khoẻ, pin trâu dùng mãi chả hết, Với tầm giá thì lên mua",Đã dùng khoảng 2 ngày
POCO C40,r-51853415,Thành,Đã mua tại TGDD,Sản phẩm đẹp,Đã dùng khoảng 1 ngày
POCO C40,r-51837498,Võ Khang Luân,Đã mua tại DMX,"Rất tốt, sản phẩm vừa túi tiền",Đã dùng khoảng 1 tuần
POCO C40,r-51808981,Võ Khang Luân,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần
POCO C40,r-51804204,TAI,Đã mua tại TGDD,"Xài ổn định, pin trâu, sạc 3h là đầy",Đã dùng khoảng 1 tuần
POCO C40,r-51797346,Thành Công,Đã mua tại TGDD,Máy nhìn ưng pin sd đc 2 ngày.Cảm thấy ok trong tầm giá.,Đã dùng khoảng 1 tuần
POCO C40,r-51780644,Sơn,Đã mua tại DMX,tuyệt 😅😂,Đã dùng khoảng 1 tuần
POCO C40,r-53294305,VINH,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-53218854,Hiền,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-53026407,S N,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52975364,THẢO,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52897337,C,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52886730,TI%CAN,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52800521,LỘC,Đã mua tại TGDD,,Đã dùng khoảng 1 tháng
POCO C40,r-52790544,Trương Hoàng Quốc Tín,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52527096,Lê Hoàng Trọng,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52522093,BÌNH,Đã mua tại TGDD,,Đã dùng khoảng 7 ngày
POCO C40,r-52503028,Quân,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52482083,TIẾN,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52481198,Hoàng Văn Diệp,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52480021,TAM,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52463026,Trương Toàn,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52421490,Ok,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52346109,Tường Vi,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52341485,NAM,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52339620,THU,Đã mua tại DMX,,Đã dùng khoảng 7 ngày
POCO C40,r-51883723,Lê Văn Thành,Đã mua tại TGDD,,Đã dùng khoảng 5 tháng
POCO C40,r-51855052,Quốc,Đã mua tại TGDD,,Đã dùng khoảng 2 tuần
POCO C40,r-51850968,Lê Thị Hương,Đã mua tại DMX,,Đã dùng khoảng 1 ngày
POCO C40,r-51847550,PHAN CHÍ KHƯƠNG,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-51818807,HUỲNH THỊ NHƯ NGỌC,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-53656467,Bùi Thị Diệu,Đã mua tại TGDD,"Chụp hình xấu , pin trâu thật mà sài lâu rồi hk pít thế nào,mới mua sử dụng chưa đc 24h mà đã bị tắt nguồn ngang r lát lâu mới mở lại,để ý con Poco nào cũng vậy hết,mà sao lần này hk cho kèm ốp trong vậy",Đã dùng khoảng 1 tuần
POCO C40,r-53654913,Nguyễn Quang Hùng,Đã mua tại DMX,Hàng dùng tốt,Đã dùng khoảng 1 tuần
POCO C40,r-53566465,Linh,Đã mua tại TGDD,Máy mới mua cách đây 13 tiếng sạc đầy 100% mà coi FB 30 phút về 87% pin không ổn lắm,Đã dùng khoảng 1 tuần
POCO C40,r-53559586,Chú Kiên,Đã mua tại TGDD,Máy mau hết pin,Đã dùng khoảng 1 tuần
POCO C40,r-53551546,Nguyễn Nội Pháp,Đã mua tại TGDD,Dùng ổn nhưng máy không mượt cho lắm,Đã dùng khoảng 1 tuần
POCO C40,r-53459190,TIẾT THÀNH SANG,Đã mua tại DMX,OK mnq,Đã dùng khoảng 1 tuần
POCO C40,r-53451669,Nguyễn Văn Trí,Đã mua tại DMX,Tốt,Đã dùng khoảng 4 tháng
POCO C40,r-53379540,MINH,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 ngày
POCO C40,r-53288804,TUẤN,Đã mua tại TGDD,Tốt,Đã dùng khoảng 3 ngày
POCO C40,r-53286767,HOÀNG,Đã mua tại TGDD,"Dung lượng tốt trong tầm giá, pin khỏe, cấu hình ổn định",Đã dùng khoảng 1 tuần
POCO C40,r-53285478,H I,Đã mua tại TGDD,Phục vụ tốt,Đã dùng khoảng 1 tuần
POCO C40,r-53284857,MI,Đã mua tại DMX,Tốt,Đã dùng khoảng 2 tháng
POCO C40,r-53250213,Thủy,Đã mua tại TGDD,"điện thoại so với tay mình thì hơi to pin sạc từ 0 đến 100% đầy mất 3h30, dùng nhẹ nhàng thì hơn 1 ngày mới cần sạc lại không chơi game nhiều thì khá là mượt, dễ nóng máy, về lâu về dài thì chưa biết mọi thứ đều oke so với giá tiền nhưng cái camera xấu lắm luôn :)) chụp cái cccd thôi mà·cũng lấy nét không đượccc, màu nhợt nhạt, zoom như không zoom vậy á bể không còn gì Sinh viên học sinh hay chụp bảng, tài liệu thì né con này ra nhee",Đã dùng khoảng 1 tuần
POCO C40,r-53242908,Lý Xuân Chương,Đã mua tại TGDD,Chơi game pubg hơi giật,Đã dùng khoảng 1 tuần
POCO C40,r-53190052,HIẾU,Đã mua tại DMX,Được,Đã dùng khoảng 1 tuần
POCO C40,r-53050660,LỊCH,Đã mua tại TGDD,Dùng tốt pin pin dùng bền,Đã dùng khoảng 1 tuần
POCO C40,r-53050372,LỘC,Đã mua tại DMX,Hơi chậm củng tạm dc pin trâu loa bé,Đã dùng khoảng 7 ngày
POCO C40,r-52962733,TUẤN,Đã mua tại DMX,Sản phẩm ok trong tầm giá,Đã dùng khoảng 1 tuần
POCO C40,r-52949255,Cường Vương,Đã mua tại DMX,Sản phẩm tốt,Đã dùng khoảng 2 tuần
POCO C40,r-52948984,HẢI,Đã mua tại DMX,"Quá ổn trong tầm giá,nói chung là ok",Đã dùng khoảng 1 ngày
POCO C40,r-52883053,TUYÊN,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần
POCO C40,r-52860779,Trần Thành Lộc,Đã mua tại DMX,Sử dụng OK ạ,Đã dùng khoảng 1 tháng
POCO C40,r-52813081,HUY,Đã mua tại TGDD,Máy sử dụng tốt,Đã dùng khoảng 3 tuần
POCO C40,r-52730505,Nguyễn Văn Huy,Đã mua tại TGDD,"Mua cho mẹ vk, thấy không có vấn đề gì",Đã dùng khoảng 1 tuần
POCO C40,r-52648089,Tô Đặng Phương Linh,Đã mua tại TGDD,"em mới mua em này hôm qua hôm nay thấy cam trước, cam sau nhìn mờ. Mặc dù em đã lau nhiều lần ạ.",Đã dùng khoảng 1 tuần
POCO C40,r-52643865,DUẨN,Đã mua tại TGDD,từ trước đến nay mình quen dùng iphone mua mất nhiều tiền cứ nghĩ chỉ có máy mấy chục triệu mấy sử dụng tốt .nghe thằng bạn nó bảo cần gì phải máy mấy chục triệu mấy ngon mua con poco c40 dùng thử mà xem .tôi mua dùng thử vài tuần thấy hơi bất ngờ. ko nghĩ máy có vài triệu bạc mà nhiều chức năng đến thế .5sao,Đã dùng khoảng 1 tuần
POCO C40,r-52619637,Anh,Đã mua tại TGDD,Mình mua máy đc hơn 1 tháng rồi nhưng đt bị vỡ màn hình rồi. Không biết giờ đi ép tốn bao nhiêu v?,Đã dùng khoảng 1 tuần
POCO C40,r-52485503,LẬP,Đã mua tại DMX,Tốt,Đã dùng khoảng 2 ngày
POCO C40,r-52461416,NGỌC,Đã mua tại DMX,Tốt.,Đã dùng khoảng 2 tuần
POCO C40,r-52458081,NGHĨA,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 ngày
POCO C40,r-52457136,PH NG,Đã mua tại TGDD,Máy tốt nhân viên bán hàng tận tâm với khách hàng.,Đã dùng khoảng 1 tuần
POCO C40,r-52456587,Nguyễn Quốc Ngọc,Đã mua tại TGDD,Tốt trong tầm giá,Đã dùng khoảng 2 tuần
POCO C40,r-52404373,Ngọc Phương,Đã mua tại TGDD,Cho e hỏi chỗ mình có bán cục sạc pin 18w và giá bao nhiêu vậy ạ?,Đã dùng khoảng 1 tuần
POCO C40,r-52392609,THÀNH,Đã mua tại TGDD,"Mới nên thấy ổn, về lâu dài chưa biết sao. Màu hơi nhạt",Đã dùng khoảng 1 tuần
POCO C40,r-52381621,Lê Thị Hằng,Đã mua tại TGDD,Điện thoại mình mới mua hôm qua sao k hiển thị nút xoay màn hình vậy ad ơi,Đã dùng khoảng 1 ngày
POCO C40,r-52364268,ĐƯỢC,Đã mua tại TGDD,Ok,Đã dùng khoảng 5 ngày
POCO C40,r-52363484,Hạ,Đã mua tại DMX,"Dán màn hình ko có , ốp ko. Có",Đã dùng khoảng 2 tuần
POCO C40,r-52339633,PHÚC,Đã mua tại TGDD,Sản phẩm đẹp dùng tốt ổn định,Đã dùng khoảng 1 tuần
POCO C40,r-52326057,MẠNH,Đã mua tại DMX,"Trong tầm giá là ok,pin khỏe,ngoại hình ổn",Đã dùng khoảng 5 ngày
POCO C40,r-52285524,Hoàng Minh Cường,Đã mua tại TGDD,"Điện thoại xài mượt..ngon trong tầm giá sẽ giới thiệu cho bạn bè & người thân Xin cảm ơn các bạn TGDD ngã ba quân đoàn TP tam điệp NB đã tư vấn, phục vụ khách hàng rất tận tình",Đã dùng khoảng 1 tuần
POCO C40,r-52273956,Tuệ,Đã mua tại TGDD,"Pin khủng , thiết kế đẹp , hoàn thiện tốt , có chống nước . Cấu hình thấp , có đơ lag , màn hình tạm , camera siêu xấu . Nhìn qua ko ai nghĩ là máy giá rẻ nhưng khi sử dụng mới biết điều đó . Phù hợp giá tiền , ko quá ngon đâu",Đã dùng khoảng 1 tuần
POCO C40,r-52234762,HỒNG,Đã mua tại DMX,Đt xài ok trong tầm giá,Đã dùng khoảng 1 ngày
POCO C40,r-52190111,NGA,Đã mua tại TGDD,Dùng cũng thấy ổn,Đã dùng khoảng 1 tuần
POCO C40,r-52167945,Thanh Tâm,Đã mua tại TGDD,Máy pin tuột nhanh và rất nóng! Có đổi trả được không ạ! Với có chịu phí ko ad! Mình mua đc 1 tuần,Đã dùng khoảng 4 ngày
POCO C40,r-52159410,THÔNG,Đã mua tại TGDD,"Đẹp,ổn,nhưng hơi chậm",Đã dùng khoảng 2 ngày
POCO C40,r-52146623,QUÝ,Đã mua tại DMX,.,Đã dùng khoảng 2 ngày
POCO C40,r-52132976,Quỳnh,Đã mua tại TGDD,Đc quả pin trâu Máy vừa mua hôm qua 3.190.000 Nay lại giảm thêm 200.000 Số mua đt toàn bị đắt😕,Đã dùng khoảng 4 ngày
POCO C40,r-52038990,Vu Van Loc,Đã mua tại TGDD,"mau cho người nhà dùng cơ bản Zalo TV tốt, nếu dùng để chụp hình thì camera không tốt lắm",Đã dùng khoảng 1 tuần
POCO C40,r-52032808,Thanh Vy,Đã mua tại TGDD,Ngoài camera chụp xấu thì tất cả đều rất okkk,Đã dùng khoảng 1 tuần
POCO C40,r-51994813,Ngyen Minh Tuan,Đã mua tại TGDD,Tôi mua cho phu huynh sai cam ứng lần đầu nói chung là ok tốt để sai pin tốt man hình to de nhin con chup ảnh thì xấu thật nhưng ko quan trọng cũng chẳng có chụp j nói chung tốt trong giá 3 triệu mua mới hiện nay,Đã dùng khoảng 1 tuần
POCO C40,r-51819331,Phúc,Đã mua tại TGDD,"Mới lấy trải nghiệm cũng như làm kỷ niệm chơi, 2990.",Đã dùng khoảng 1 tuần
POCO C40,r-51792054,Tạ Tiến,Đã mua tại TGDD,Cam chụp xấu. Sạc báo 18w mà đi kèm máy có 10w. Sạc lâu. Pin chỉ đc hơn 18h sử dụng,Đã dùng khoảng 1 tuần
POCO C40,r-53638949,Phạm Chính Nghĩa,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-53638867,Phạm Phước,Đã mua tại DMX,dùng tốt,Đã dùng khoảng 1 tuần
POCO C40,r-53485458,Bạn Tùng,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-53327717,THẮM,Đã mua tại TGDD,,Đã dùng khoảng 2 tháng
POCO C40,r-53286166,THƯƠNG,Đã mua tại TGDD,,Đã dùng khoảng 3 ngày
POCO C40,r-53284387,PHƯỚC,Đã mua tại TGDD,,Đã dùng khoảng 2 tháng
POCO C40,r-53061828,Khach Le,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52698440,ĐÔNG,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-52492076,Phạm Linh,Đã mua tại TGDD,,Đã dùng khoảng 3 tháng
POCO C40,r-51793253,Phạm Khắc Huy,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-53610555,Trần Minh Quang,Đã mua tại TGDD,Pin không trâu như quảng cáo. Quản lí tệp trong máy rất bất tiện và các tiện ích của máy rất thiếu chuyên nghiệp khi xuất hiện quảng cáo liên tục. Thường xuyên đơ màn hình khi khởi động . Bù lại dùng ổn định và mượt,Đã dùng khoảng 4 ngày
POCO C40,r-53562945,Hoà,Đã mua tại DMX,máy ok,Đã dùng khoảng 1 tuần
POCO C40,r-53558581,Anh Lâm,Đã mua tại TGDD,Máy yếu hơn so với cấu hình,Đã dùng khoảng 1 tuần
POCO C40,r-53427672,Đặng Xuân Toàn,Đã mua tại TGDD,Màn hình nó cứ như nào ấy nhờ bật xoay màn hình lên thì nó không quay được chơi liên quân vuốt chiu xuống thì nó lại vuốt lên mà vuốt lên thì nó xuống,Đã dùng khoảng 1 ngày
POCO C40,r-53396582,Nguyễn Quang Văn,Đã mua tại TGDD,Bình thường,Đã dùng khoảng 1 tuần
POCO C40,r-53324703,Diệp Tường Vi,Đã mua tại TGDD,camera chụp xấu quá camera ngoài chụp còn đỡ chữ vô chụp trong zalo mes nó mờ ko rõ nét.. mới mua mấy ngày mà đổi thì chịu lỗ 20%,Đã dùng khoảng 1 ngày
POCO C40,r-53293499,THỨC,Đã mua tại TGDD,Cứ mỗi lần dọn dẹp thùng rác xong. Thì lại xuất hiện QC mời cài đặt úng dụng Tôi không có nhu cầu ?Làm phiền quá. Hoặc hiện cảnh báo. Thiết bị nhiễm virus ?,Đã dùng khoảng 1 tuần
POCO C40,r-53261896,Hoàn Hữu,Đã mua tại DMX,"cấu hình này nghe gọi rất ok. chạm và lướt còn không mượt, chậm và còn dính thấy rõ. chơi game thì dính quá. thiết kế trẻ trung, đẹp.",Đã dùng khoảng 1 tuần
POCO C40,r-53107154,LÊ HẢI MINH,Đã mua tại TGDD,Mua ở cửa hàng vẫn thu giá 3490 trong khi giá web là 2990,Đã dùng khoảng 2 tuần
POCO C40,r-53027349,PHONG,Đã mua tại TGDD,"Hiện tại, sau thời gian ngắn sử dụng thì mình cảm thấy sản phẩm bình thường, không biết là cơ cấu bản chất máy như vậy hãy có lỗi thiết bị gì hông mà bộ nhớ máy mình chỉ mới sử dụng 50% nhưng cảm giác máy khá chậm sử dụng, mở các ứng dụng...còn về điểm mạnh thì pin khá tốt ít hao pin",Đã dùng khoảng 2 tuần
POCO C40,r-52984875,Lương Đức Thịnh,Đã mua tại DMX,"Mình chỉ so với Vsmart joy4 thì poco hơn ở màn hình đẹp nhưng cảm ứng k mượt bằng >>chơi liên quân bị kém linh hoạt . Pin poco 6000 nhưng nhanh hết hơn. Đa nhiệm poco kém hơn, chuyển giữa các ứng dụng bị lag nhiều hơn. Màn hình dài nhưng bàn phím vẫn hơi nhỏ. Poco tuy rẻ nhưng k có tài nghe, k có ốp đi kèm.",Đã dùng khoảng 5 ngày
POCO C40,r-52748374,CẢNH,Đã mua tại TGDD,Bắt sóng hơi kém.gọi video zalo thì hơi mờ không được rõ nét cho lắm.,Đã dùng khoảng 4 ngày
POCO C40,r-52746716,TRIỆU,Đã mua tại TGDD,Dùng hơi giật lác. Loa trong nhỏ,Đã dùng khoảng 1 ngày
POCO C40,r-52728870,TÚ,Đã mua tại DMX,Camera trước rất kém!thiếu sáng. Pin tuột nhanh.,Đã dùng khoảng 1 tuần
POCO C40,r-52723339,Phan Tuấn Anh,Đã mua tại TGDD,Điện thoại gì mà chậm với lag quá,Đã dùng khoảng 1 ngày
POCO C40,r-52697253,Luân,Đã mua tại TGDD,Sao máy vào google không xoay màn hình được vậy,Đã dùng khoảng 7 ngày
POCO C40,r-52639200,Ngô Quốc Tú,Đã mua tại TGDD,Camera trước bị nhè thiếu sáng,Đã dùng khoảng 1 tuần
POCO C40,r-52614484,Ngô Thanh Bình,Đã mua tại DMX,Con này cam sau so với các con khác có cùng độ phân giải (13.)thì chụp mờ hơn nhiều.còn pin hay cấu hình khá ổn,Đã dùng khoảng 5 ngày
POCO C40,r-52521959,TÂN,Đã mua tại TGDD,"Hay bị đơ nhiễu,chụp hình ko net",Đã dùng khoảng 1 tháng
POCO C40,r-52521925,Bùi Niên,Đã mua tại DMX,Mới mua về.kb do.mới bật lên sử dụng chưa ổn định hay sao mà hao pin nhanh quá 30phút tụt 22%Pin luôn Mình mới lấy về bật lên giờ tải ứng dụng,Đã dùng khoảng 1 ngày
POCO C40,r-52463520,Trần Lê Triệu Vỹ,Đã mua tại TGDD,Chip tối ưu thấp . Về cấu hình chip đủ so sánh với G35 nhưng chơi game liên quân chỉ mạnh hơn G25 ít .,Đã dùng khoảng 1 ngày
POCO C40,r-52462978,Nguyen Phi Bang,Đã mua tại DMX,ok,Đã dùng khoảng 1 tuần
POCO C40,r-52410117,Trần Văn Giá Uy,Đã mua tại TGDD,Hàng sài tạm ổn,Đã dùng khoảng 4 ngày
POCO C40,r-52389698,Lan Anh,Đã mua tại TGDD,"Ổn trong tầm giá, pin trâu nhưng củ sạc quá chậm, lag nhiều, màn hình không đẹp lắm hay đơ, mình xài mới 2 tuần mà đã hư, sạc thì tắt nguồn. Nhưng bù lại có chính sách chăm sóc khách hàng tốt cho mình đổi trả sản phẩm",Đã dùng khoảng 1 tháng
POCO C40,r-52386896,Nguyễn Văn,Đã mua tại TGDD,Mình mới mua 29/8 mình muốn đổi sang máy khác đc ko??,Đã dùng khoảng 7 ngày
POCO C40,r-52368454,Huỳnh Như,Đã mua tại TGDD,"Cùng là 1 thế giới di động mà có siêu thị khuyến mãi ốp lưng, nơi không có mua cùng ngày, khó hiểu khuyến mãi sao luôn, lúc sau mua không có gì tặng gì",Đã dùng khoảng 3 ngày
POCO C40,r-52361999,QUYẾT,Đã mua tại DMX,Lâu lâu bật tắt nguồn.,Đã dùng khoảng 4 ngày
POCO C40,r-52337793,Cao Vạn Nam,Đã mua tại TGDD,"Máy không mượt,có phần chậm,pin 6000 mà tụt pin nhanh hơn readmi note 11",Đã dùng khoảng 1 ngày
POCO C40,r-52335890,Trung,Đã mua tại TGDD,"Máy hay bị lỗi vặt lắm, xem số lượng hàng đả qua sử dụng là biết",Đã dùng khoảng 1 tuần
POCO C40,r-52329924,Anh Thao,Đã mua tại TGDD,ĐIỂM YẾU NHẤT CỦA MÁY LÀ : CON CHÍP CÒN MỚI LẠ CHƯA TỐI ƯU HOÁ HẾT. XỬ LÍ CÒN RẤT CHẬM VÀ DẬT LAG. CẦN THÊM THỜI GIAN TỐI ƯU HOÁ ĐỂ MÁY TỐT HƠN TỪ HÃNG. CÒN TẤT CẢ MỌI THỨ ĐỀU TỐT. CẢM ƠN TGDD.,Đã dùng khoảng 1 ngày
POCO C40,r-52311666,Trần Thị Thu Quỳnh,Đã mua tại TGDD,tại sao máy khôg xoay ngang màn hình được đã bật tắt phần khoá xoay ngang dọc nhưg vẫn khôg đc,Đã dùng khoảng 1 ngày
POCO C40,r-52284599,Nguyễn Thị Bé,Đã mua tại TGDD,E mới mua máy đến hm nay được 4 ngày thì tự dưng thấy máy tự nhiên cứ bị tắt nguồn tự khởi động lại máy.với cả có lúc ấn nút quay lại mà mãi ko đc như kiểu bị đơ màn hình ý là bị sao ạ,Đã dùng khoảng 2 tuần
POCO C40,r-52234633,Ngô Quốc Phong,Đã mua tại TGDD,Ngon hay không ngon thì chưa biết Nhưng sạc pin lâu vãi chưởng thì quá tệ rồi,Đã dùng khoảng 1 tuần
POCO C40,r-52151234,HUNG,Đã mua tại TGDD,"Máy bị đơ, giật lag",Đã dùng khoảng 1 tuần
POCO C40,r-51999791,Trí,Đã mua tại TGDD,"Chip quá tệ ko như mong đợi , thao tác mạng xã hội ok , còn dùng chơi game như free fire mincraf rất lag so với tầm giá !",Đã dùng khoảng 3 ngày
POCO C40,r-51949179,Vì Thị Thu,Đã mua tại TGDD,Máy minh mới mua hôm qua mà xg pin nhanh hon ca con sam sung A03 cua mình,Đã dùng khoảng 1 tuần
POCO C40,r-51941166,Nguyễn Tùng,Đã mua tại TGDD,"Mình dùng Poco lướt web thì ổn, nhưng chơi game thì cực lag, cấu hình game tụt liên tục Mobile LegeNd mình chơi lag giật xoá game, liên quân cấu hình thấp đánh đc 1 lúc lại tụt cấu hình, k biết máy có lỗi j không...",Đã dùng khoảng 1 tuần
POCO C40,r-51885039,ĐẶNG THỊ KIỀU HÒA,Đã mua tại DMX,Ok,Đã dùng khoảng 1 tuần
POCO C40,r-51855664,Nguyễn Minh Khả,Đã mua tại DMX,"Phù hợp làm máy phụ! Màn hình to! Chụp ảnh tệ, pin trâu, mở các ứng dụng cơ bản có độ trể nhẹ!",Đã dùng khoảng 1 tuần
POCO C40,r-51786743,Nguyễn Xuân Hoàn,Đã mua tại TGDD,Sau 3 ngày sử dụng poco c40. Cảm nhận về máy là khá tốt trong tầm giá. Cảm ứng nhạy. Xử lý tác vụ khá nhanh tuy nhiên có một số vấn đề. Âm thanh nghe gọi không ổn định kiểu như sóng chập chờn. Pin tuột khá nhanh để qua đêm tuột gần 20 phần trăm. Mặt sau camera và cảm biến vân tay hơi lồi ra nếu không có ốp sẽ bị xước xát.,Đã dùng khoảng 4 tháng
POCO C40,r-53464606,Quí,Đã mua tại TGDD,,Đã dùng khoảng 1 tuần
POCO C40,r-53384375,GIANG,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-53374553,Vũ Văn Soi,Đã mua tại DMX,,Đã dùng khoảng 1 tuần
POCO C40,r-52362186,HOÀNG,Đã mua tại DMX,,Đã dùng khoảng 1 ngày
POCO C40,r-53637149,Long,Đã mua tại TGDD,Khuyên mọi người không nên mua. Một trải nghiệm tồi tệ. Quá yếu nếu so với Samsung cùng cấu hình. Hay bị đơ lag mạng chậm. Nhạc từ Drive ddowwnload về máy tự nhiên bị xóa sạch. Mà chỉ nhạc từ Google drive là bị xóa. Vì nó mà mình mất 1 tài khoản zalo. Nên mọi người không nên dùng hàng tàu nếu có tài khoản ngân hàng vv.. Nhạc còn tự xóa thì tiền có thể cũng tự chuyển,Đã dùng khoảng 1 tuần
POCO C40,r-53622388,Thế Anh Nguyễn,Đã mua tại DMX,Trên thông số ghi sạc 18w.mua về bóc ra sạc 10w.treo đầu dê bán thịt chó,Đã dùng khoảng 1 tuần
POCO C40,r-53283393,LÝ,Đã mua tại DMX,Mau hết pin hay bị đơ máy,Đã dùng khoảng 1 ngày
POCO C40,r-53179396,TUẤN,Đã mua tại TGDD,"Máy chậm, và khá nhanh hết pin, nên để tiên để mua em khác",Đã dùng khoảng 2 ngày
POCO C40,r-53115128,Tuấn,Đã mua tại TGDD,"Camera quá kém, máy rất nóng, rất hối hận khi mua",Đã dùng khoảng 1 tuần
POCO C40,r-52918290,THÀNH,Đã mua tại TGDD,Dùng mấy hôm.hay bị đơ,Đã dùng khoảng 6 ngày
POCO C40,r-52823264,Lê Minh Tâm,Đã mua tại TGDD,Khi tôi mua điện thoại Poco c40 tại thế giới Di Động ở Huyện Vạn Ninh thì cách 5 ngày pin hao rất nhanh mặc dù 2 ngày tôi mới sạc và tầm 2 ngày nữa thì khi tôi đang chơi game bỗng dưng máy tự động hủy kết nối với wifi làm tôi rất khó chịu mặc dù mạng chỉ có 1 mình tôi sài ngày nào cũng tiếp diễn như vậy tự động là hủy kết nối với wifi tôi phải quét mã qr mới có wifi sài vậy tôi hỏi có thể đổi điện thoại Poco c40 của tôi lại được không,Đã dùng khoảng 1 tuần
POCO C40,r-52724925,Trần Thanh Hải,Đã mua tại DMX,Mới mua hồi chiều. Mới cài app ngân hàng cần chụp cccd mà k chụp được. K biết phải xử lý như nào tiếp theo,Đã dùng khoảng 1 tuần
POCO C40,r-52701893,Nguyễn Tránh Tín,Đã mua tại TGDD,Mh mới mua đc 5 hôm.ma ko hiểu sao mh sắc 11 tiếng ko đầy pin.mh kiểm tra lại sạc lên dc82% rồi.ma 2 tiếng sau lại bị tụt còn 75% pin là sao.no lại ko đầy lên +100%,Đã dùng khoảng 1 tuần
POCO C40,r-52681229,Đặng Văn Côn,Đã mua tại TGDD,Máy đơ lãng nhiều lúc bấm phím nguồn màn hình ko lên,Đã dùng khoảng 1 tuần
POCO C40,r-52599893,Thành Đạt,Đã mua tại TGDD,Pin 6000 nhưng không được trâu lắm! Chip xử lý quá tệ ! Vào là là đơ từ vòng gửi xe! Ram 4 nhưng đa nhiệm không tốt! Dùng để lướt tt hay yt thì oke,Đã dùng khoảng 4 ngày
