Id_comment,Name_phone,Name_comment,Buy_place_comment,Content_comment,Used_comment,label
r-46204626,Samsung Galaxy S20 FE,Đỗ Hoành Mão,Đã mua tại TGDD,Galaxy s20fe chíp khỏe mượt màn hình đẹp cam chụp tạm ổn nói chung mọi thứ đều ôk chỉ có pin là quá tệ không biết sau này nâng cấp phần mềm có hơn không,Đã dùng khoảng 7 ngày,0
r-46176830,Samsung Galaxy S20 FE,Nguyễn Chương,Đã mua tại TGDD,"máy rất đáng mua vì mọi thứ đều tốt,mượt mà (bản chip snapdragon 865), chỉ có pin là 10% đầu tụt nhanh như tụt quần, đem ra hãng kiểm tra nhưng không có lỗi gì, thế là không được đổi máy mới",Đã dùng khoảng 6 ngày,0
r-46144021,Samsung Galaxy S20 FE,Nguyễn Văn Tình,Đã mua tại TGDD,Tất cả mọi thứ đều tốt. Ko chê điều gì . Nhưng pin quá tệ. 10% đầu pin tụt kinh khủng.,Đã dùng khoảng 1 ngày,0
r-46073924,Samsung Galaxy S20 FE,Mạnh,Đã mua tại TGDD,Mới mua dùng ok. Camera hơi lệch. Xem mấy máy máy nào cũng lệch. Máy thì nhìn chung ok mà cái camerra lệch nhìn mất cảm tình ghê,Đã dùng khoảng 2 tuần,0
r-53603450,Samsung Galaxy S20 FE,LÊ ĐÌNH MẠNH,Đã mua tại DMX,"Mình mới dùng dc gần tháng pin kém quá nhanh hết hơn con oppo a93 cu , s20 fe pin có 4370 mà trong khi đó trên thông tin nghi 4500 còn moi thứ thấy cũng dc , kháng nước chưa biết không dám thử , đó là ý của mình",Đã dùng khoảng 3 ngày,0
r-53549448,Samsung Galaxy S20 FE,Lê Nguyễn Hữu Nghiêm,Đã mua tại TGDD,Cho tôi hỏi là máy mua được tầm 3 ngày thì có thể đổi sang máy khác tôi cảm thấy máy này tụt pin nhanh,Đã dùng khoảng 3 ngày,0
r-53549391,Samsung Galaxy S20 FE,Lê Nguyễn Hữu Nghiêm,Đã mua tại DMX,Tôi mới mua thấy nó tụt pin quá nhanh thì có đổi lại được không tôi mới mua được 3 ngày,Đã dùng khoảng 2 ngày,0
r-53518637,Samsung Galaxy S20 FE,Trần Thị Hằng,Đã mua tại TGDD,Pin hao nhanh,Đã dùng khoảng 2 tháng,0
r-52442681,Samsung Galaxy S20 FE,Hathành,Đã mua tại TGDD,Chơi game ko nên mua tụt fps liên tục,Đã dùng khoảng 1 tuần,0
r-52409060,Samsung Galaxy S20 FE,ĐÀO,Đã mua tại DMX,Điện thoại gì mà nỗi phần wifi ko sử dụng được. Bỏ tiền ra mua hàng ko được Sài. Chưa được chải nghiệm.buồn. mong dmx giải quyết sớm,Đã dùng khoảng 7 ngày,0
r-51351044,Samsung Galaxy S20 FE,Hà Thảo,Đã mua tại TGDD,Pin hao nhanh kinh khủng.,Đã dùng khoảng 7 ngày,0
r-51266009,Samsung Galaxy S20 FE,Ngọc,Đã mua tại TGDD,"Nếu chất lượng phục vụ của TGDD là 5* thì sản phẩm này chỉ 2*, chuyên gia đang dùng thì bị treo màn hình ko bấm được j, chỉ vuốt được trình đa nhiệm và thanh thông báo, đã được đổi sang con máy thứ 3 và hy vọng lần này ko còn vấn đề j",Đã dùng khoảng 4 tháng,0
r-51247112,Samsung Galaxy S20 FE,Trinh,Đã mua tại TGDD,"Tôi đã trải nghiêm camera quá xấu,chụp hình quá tệ luôn",Đã dùng khoảng 8 tháng,0
r-51071221,Samsung Galaxy S20 FE,Tuấn Mạnh,Đã mua tại TGDD,"Lời khuyên cho bạn nào đang muốn tìm hiểu mua máy nhé. Sau khi sử dụng hơn 8 tháng, tôi đánh giá máy có dung lượng pin cao nhưng nhanh hết pin, máy thường bị nóng khi sử dụng liên tục và rất nóng khi chơi game, đôi khi vẫn giật và lag màn hình, một số ứng dụng bị lỗi khi sử dụng trên S20FE. Camera thì thực sự không tốt như quảng cáo...",Đã dùng khoảng 3 tháng,0
r-51055503,Samsung Galaxy S20 FE,Nguyễn Anh Tuấn,Đã mua tại TGDD,"Thật hoang mang máy bảo hành mat 25 ngày về cũng như chưa bảo hành trơi gem thì vẫn nóng vẫn di chuyển không được mà sợ k dám bảo hành lữa vì mỗi lần như vậy thì thua .muốn đổi máy khác thì vướng cái chả góp lúc đầu ,mình định mua tiền niềng ,ma nhân viên tư vấn chả góp .giờ kiểu j cũng chết. Chả lại k được. Bảo hành thì cũng như cũ ,để sài thì bực bội .mang bịnh tức .chíp 865 thì mạnh Trơi gem thì thua xa con chip 720 g",Đã dùng khoảng 6 ngày,0
r-51044252,Samsung Galaxy S20 FE,Thoa Huynh,Đã mua tại TGDD,pin nóng . Wifi bắt yếu.. đã đổi máy nhưng về vẵn y chang.. có đổi dc dòng máy khác ko,Đã dùng khoảng 1 tháng,0
r-50998247,Samsung Galaxy S20 FE,Vo Huy,Đã mua tại TGDD,"Mình dùng mới được hơn 1 tháng vì dùng mạng nhiều nên mình thường xuyên bật 4G, máy có hiện tượng bắt sóng 4G kém, có lúc không nhận luôn SIM, biểu tượng báo sóng ở góc màn hình cũng mất mà máy không có thông báo gì. Mỗi lần như vậy phải khởi động lại rất bất tiện. Mình muốn đổi trả máy thì có được hỗ trợ không ạ!",Đã dùng khoảng 1 tuần,0
r-50888569,Samsung Galaxy S20 FE,Thít Đủ Thứ,Đã mua tại DMX,"điện thoại sử dụng 1 tuần pin tuột khá nhanh. có hiện tượng lang khi sử dụng tác vụ bình thường, xin đổi sang máy khác dum đi shop. mất niềm tinh quá,",Đã dùng khoảng 1 tháng,0
r-50835969,Samsung Galaxy S20 FE,Trần Văn Giáp,Đã mua tại TGDD,"Tắt ứng dụng ngầm, từ 2h tới 7h sáng không sd dt mà pin hết 5% , có nhanh quá không ? Đọc truyện , lướt chứng khoán 7h tới 17h là hết pin.",Đã dùng khoảng 2 tuần,0
r-50599779,Samsung Galaxy S20 FE,Lê Thị Thùy Linh,Đã mua tại TGDD,Máy mới mua 28/1/2022 không hề rơi không va đập mà nứt chéo kính camera sau. Đến điện máy xanh hỏi thì bảo không biết chỉ biết bán. Đến trung tâm bảo hành samsung thì bảo cái này ngoài máy nên ko bảo hành. Phí tiền mua,Đã dùng khoảng 1 tuần,0
r-50465581,Samsung Galaxy S20 FE,Nguyễn Văn Vũ Luân,Đã mua tại TGDD,Mái dùng thì ok. Có cái hao pin quá. Sạc đầy 100% bỏ qua đêm mất 5% đến 7%.,Đã dùng khoảng 2 tháng,0
r-49900006,Samsung Galaxy S20 FE,Minh,Đã mua tại TGDD,"Sao call video máy nóng quá vậy các bác? Cho em hỏi luôn có cách nào khắc phục lỗi bắt sóng kém k? Đang nghe điện thoại tắt ngang cái rụp không biết gì luôn. Rồi call zallo thoát ra màn hình chính là bị kết nối yếu là sao vậy? Lưu ảnh cũng lâu nữa. Hỏi nhân viên tư vấn kêu tắt, reset lại máy, làm rồi mà vẫn vậy à. Em nghĩ cái này được bộ nhớ 256GB với cái màn lướt mướt chút chứ thấy hiệu năng nó không ổn sao sao ấy.",Đã dùng khoảng 5 tháng,0
r-49845591,Samsung Galaxy S20 FE,Huỳnh Thái An,Đã mua tại TGDD,"Lỗi khe sim không làm ăn được gì . Mất sóng không nhận đc gọi tin nhắn ,không phải tại sống yếu nhá ,mà là mất sóng luôn",Đã dùng khoảng 1 tuần,0
r-49818452,Samsung Galaxy S20 FE,Tiết Đạt,Đã mua tại DMX,"Điện thoại này bắt WiFi rất kém,mua về xài toàn 4g,phải ngồi gần cục WiFi mới đỡ hơn chút",Đã dùng khoảng 2 tháng,0
r-49790787,Samsung Galaxy S20 FE,Quyền,Đã mua tại TGDD,Mạng quá kém.đổi con khác vẫn giống hệt vậy.mong có cách nào khắc phục không chứ rất khó chịu,Đã dùng khoảng 4 tháng,0
r-49716797,Samsung Galaxy S20 FE,Tiến,Đã mua tại TGDD,"Mua máy được 4 tháng bị vỡ màn hình, gửi tgdd bảo hành thay màn hình mới nhưng trung tâm bảo hành bảo không có màn hình thay, k bảo hành được. Máy tgdd bán kiểu gì mà bán rồi nhưng k xử lý cho khách hàng được. Làm ăn vậy ai dám mua máy này nữa",Đã dùng khoảng 1 ngày,0
r-49703126,Samsung Galaxy S20 FE,Nguyễn Văn Định,Đã mua tại TGDD,"Mình mới mua máy đc 2ngay máy xài 30p là nóng ran ,pin thì nhanh hết ko xài ko bật mạng tự goác pin vẫn xuống %pin mình đem ra đổi máy đc ko ah",Đã dùng khoảng 1 ngày,0
r-48732617,Samsung Galaxy S20 FE,Võ Duy Thái,Đã mua tại TGDD,Qua mấy ngày sử dụng mình thấy con s20 fe này sóng không ổn định. Lúc thì 2 sim đầy sóng. Lúc thì cả 2 sim được 1 cột sóng duy nhất. Có lúc thì 1 sim mất hẳn.,Đã dùng khoảng 1 tháng,0
r-48180146,Samsung Galaxy S20 FE,Bùi Chiến,Đã mua tại TGDD,Mua máy đc 26 ngày thì b bung nút âm lượng. Gửi đi hãng thì hãng k báo lỗi do sx hay do ng dùng. Sửa xong thì đc nv tgdđ gọi lấy. Máy đã bung và áp suất k còn . Hãng reset lại máy nên vân tay mở k đc . Thế lỗi này do ai . Bỏ cả chục triệu ra mua đc máy lỗi và k còn áp suất :)),Đã dùng khoảng 1 ngày,0
r-47834658,Samsung Galaxy S20 FE,Lý Thị Tuyền,Đã mua tại TGDD,Máy moi mua được 1 ngày bắt wf rất kém. Mong được hổ trợ sớm nhất. Rất là hao pin ko nge nhạc chỉ dùng thông thường.,Đã dùng khoảng 3 ngày,0
r-47586381,Samsung Galaxy S20 FE,Trần Hồng Trương,Đã mua tại TGDD,Máy thì ok. mà nhân viên thì ... bảo giữ màu cho mình xong lên lấy thì bảo k có.,Đã dùng khoảng 1 ngày,0
r-47569853,Samsung Galaxy S20 FE,Trương Công Vũ Long,Đã mua tại TGDD,Wiffi kết nối rất yếu mặc dù ở gần khiến t rất khó chịu lượng pin thì tụt khá nhanh mặc dụ chỉ dùng những tác vụ đỡn giản và đôi lúc chơi game nhưng sóng wifi quá tệ ko châos nhận được ko bắt sóng bằng chiếc samsungm51,Đã dùng khoảng 2 ngày,0
r-47354581,Samsung Galaxy S20 FE,Hưng,Đã mua tại TGDD,"Máy mới mua 3 ngày, nhưng máy bắt wifi quá yếu, cách router 10m chạy chậm như rùa, dù đã cập nhập phần mềm",Đã dùng khoảng 2 ngày,0
r-46171250,Samsung Galaxy S20 FE,Le Van Hiep,Đã mua tại TGDD,Thấy máy pin giông s10 lite 4500 mà xài nhanh hết hơn pin s10 lite pin xuống nhanh hơn nhiều không đủ xài 1 ngày trong khi màn hình nhỏ hơn s10 lite,Đã dùng khoảng 2 ngày,0
r-46164811,Samsung Galaxy S20 FE,Hoàng Tùng Dương,Đã mua tại TGDD,10% pin đài tụt pin nhanh và nóng máy nhất là chạy 4G còn chạy wifi thì không sao còn lại thì ok,Đã dùng khoảng 4 ngày,0
r-46153376,Samsung Galaxy S20 FE,Đỗ Quyết Thắng,Đã mua tại TGDD,Mới mua được 4 ngày dùng bình thường. Chỉ lướt face thôi mà máy nóng nhiều nhất là phần cam,Đã dùng khoảng 1 ngày,0
r-46146632,Samsung Galaxy S20 FE,Nguyen Hoang Chien,Đã mua tại DMX,Máy chơi lq bị delay 🤒😬 tệ kinh.còn tất cả đều ổn Cảm ứng thỳ chậm mac dù 120hz hay bị loạn cam ung,Đã dùng khoảng 1 tuần,0
r-43828245,Samsung Galaxy S20 FE,Thái Hà,Đã mua tại TGDD,Mình mua về sử dụng một tuần.mọi thứ đều ổn. Riêng máy xài wa nóng.xài 3g cực nóng .wifi thì hơi ấm nhất là sử dụng camera thì cực nóng luôn.sai lầm khi mua con này.thua con galaxy s10 life.các bạn muốn mua thì nên cân nhắc.,Đã dùng khoảng 1 năm,0
r-53532495,Samsung Galaxy S20 FE,Định,Đã mua tại TGDD,"Rất ư là tệ , nên cân nhắc điện thoại kháng nước mà hở keo kiểu này",Đã dùng khoảng 1 ngày,0
r-53424470,Samsung Galaxy S20 FE,Tan,Đã mua tại TGDD,Pin sạc đầy . Để 1 ngày không dùng gì nhiều . Chỉ mở 4g lâu lâu gọi zalo . Mà sáng tới chiều còn 2% ảo vãi,Đã dùng khoảng 5 tháng,0
r-52598353,Samsung Galaxy S20 FE,Phuc,Đã mua tại TGDD,"Tại sao ta hỏi mà ad ko rep,xem thường khách hàng cung vừa thôi chứ",Đã dùng khoảng 2 tháng,0
r-52442871,Samsung Galaxy S20 FE,Trần Văn Hiến,Đã mua tại TGDD,"Mang đi bảo hành,thay xong màn hình mất 2tr300k.nhận máy ngày 5/9 .bây giờ về mất bảo mật bằng vân tay.nhân viên lại bảo mang đi bảo hành tiếp.mua dc 2 tháng thì bảo hành 1 tháng.đến chịu thua mấy anh thay cho cái màn hình.không biết các anh ấy còn sửa thêm cái gì nữa không.sợ quá luôn",Đã dùng khoảng 1 ngày,0
r-51369802,Samsung Galaxy S20 FE,Giang,Đã mua tại TGDD,Chất lượng màn hình k bằng Vsmart like. Chục ảnh thì bết màu ảnh nhạt. Quá thất vọng cho 1 chiếc điện thoại giá trên 10trieu đồng,Đã dùng khoảng 6 tháng,0
r-51029217,Samsung Galaxy S20 FE,Đỗ Việt Anh,Đã mua tại TGDD,"Nhanh hết pin,nóng máy,màn bị cảm ứng chậm hoặc đôi khi loạn cảm ứng, dung lượng pin 4500mah mà thua mấy con pin 4000mah",Đã dùng khoảng 1 ngày,0
r-51026726,Samsung Galaxy S20 FE,Nguyễn Thị Cẩm Tú,Đã mua tại TGDD,Điện thoại để 5 tiếng pin tuột 6% cần hỗ trợ,Đã dùng khoảng 1 ngày,0
r-51023030,Samsung Galaxy S20 FE,Phuong,Đã mua tại DMX,Máy mới mua 2 ngày pin hao ! Nóng máy.,Đã dùng khoảng 3 tháng,0
r-50749783,Samsung Galaxy S20 FE,Ngô Trí Vỵ,Đã mua tại TGDD,Nếu ae mua chơi game thì khuyên không nên mua chơi liên quân mà lảng không chơi được,Đã dùng khoảng 4 ngày,0
r-50450721,Samsung Galaxy S20 FE,Ngonhu,Đã mua tại TGDD,Chơi game tầm trung như bóng đá dream league soccer chạy ko nỗi lag vừa gì .Nap 865 trên samsung làm thất vọng quá,Đã dùng khoảng 1 tuần,0
r-50434517,Samsung Galaxy S20 FE,Sư Hiếu,Đã mua tại TGDD,Máy lỗi tùm lum thư mua về được 2 ngày ra trả lại mất luôn 500k thuê máy kiểu này có ngày vỡ nợ mất Máy trả rồi còn đâu mà gửi hình chụp thực tế,Đã dùng khoảng 1 tuần,0
r-50219978,Samsung Galaxy S20 FE,HỒ THANH TUẤN,Đã mua tại TGDD,"Mua 3 ngày lỗi wifi , ra đổi máy thì lại mất 10% . Rất rất tệ Lúc mua thì tư vấn 1 đằng , lúc máy lỗi thì trả lời 1 nẻo :D",Đã dùng khoảng 5 tháng,0
r-49542098,Samsung Galaxy S20 FE,Trần Quang Quyết,Đã mua tại TGDD,Tình trạng máy tôi mua được 5 tháng đều bị tình trạng này mong anh chị cho tôi 1 lời giải thích thỏa đáng,Đã dùng khoảng 1 ngày,0
r-49352287,Samsung Galaxy S20 FE,Vu Thi Thuong,Đã mua tại TGDD,Pin nhanh hết máy thì chậm xài bực mình lỡ mua rui. Biết vậy ko mua con này giá cũng ko rẻ cho dù đã đuoc giảm,Đã dùng khoảng 3 tuần,0
r-49264770,Samsung Galaxy S20 FE,Thịnh,Đã mua tại TGDD,Chip Exynos giới thiệu là Snapdragon. Bộ nhớ 128 giới thiệu là 256. Sài thì mau hết pin sạc thì nóng.,Đã dùng khoảng 1 tháng,0
r-49100489,Samsung Galaxy S20 FE,Trần Minh Ty,Đã mua tại TGDD,"Lúc mua máy, hộp đã bị mất seal, được 6 tuần phát hiện màn hình bị vàng, full độ sáng vẫn mờ, chi tiết hình ảnh không sắc nét, sử dụng lâu bị đau mắt. Ra cửa hàng yêu cầu bảo hành nhân viên kiểm tra máy lấy lệ, không xử lí được vấn đề. Mua samsung vì chất lượng màn hình rốt cuộc màn hình thua xa cả các dòng giá trị thấp hơn. Chất lượng dịch vụ và sản phẩm quá tệ./",Đã dùng khoảng 3 ngày,0
r-48866549,Samsung Galaxy S20 FE,Như,Đã mua tại TGDD,"Máy quá tệ. Xài pin hụt nhanh, wifi sóng kém. Nv tư vấn nhiệt tình. Nv kĩ thuật quá tệ. Mới mua 1ngày jut pin nhanh bắt sóng k đc mà bảo k lỗi. Đỗi lại mất 20%",Đã dùng khoảng 1 ngày,0
r-48698027,Samsung Galaxy S20 FE,Phan Vũ Thanh Lâm,Đã mua tại TGDD,"Chia sẽ thật lòng.: Mới mua 1 ngày .kết nối bluetooth tệ .wifi yếu.tụt pin nhanh .thử chơi game call of duty (nhiều lần giống nhau) chưa chơi game thì sóng 4g 3 vạch vào game thành sóng H+ 2 vạch vào trận thành sóng E 1 vạch xong sóng yếu lỗi kết nối không vào trận được bị đá ra ngoài.chip j như shit không chơi nổi 1 trận nóng máy , máy nóng khá nhanh .trước mình sài s10plus chơi game này khs ổn .chán n n......",Đã dùng khoảng 6 ngày,0
r-48503918,Samsung Galaxy S20 FE,Nguyễn Thị Thúy Diễm,Đã mua tại TGDD,"Máy mới mua được khoảng 1 tuần, wifi bắt sống quá yếu, mạng wifi ít nhất 86mpbs mà wifi k bắt sống được để chấm than k, wifi kết nối với bluetooth thi yếu xoay k, k xem được gì cả, nhìu lúc bị loạn cả cảm ứng, cuộc gọi nhìu lúc nge bị rè nữa. Đem ra cửa hàng thi lại nói k vấn đề j, bảo dem về sai níu có vấn đề gì gửi hàng kiểm tra, 1 đổi 1 trog vòng 1 tháng mà bị lỗi lại bảo đem hãng kiểm tra là như thế nào.",Đã dùng khoảng 3 tuần,0
r-48225406,Samsung Galaxy S20 FE,Bùi Vinh Quang,Đã mua tại TGDD,Máy mới mua hơn dưới 30 ngày máy loạn cảm ứng wifi yếu bluetooth không kết nối với tai nghe được chơi game pubg tốc chiến thì fps nó clnf xuống dưới 30 cơ đi bảo hành về thì báo ko có j mak h nó lại bệnh cũ mà giờ sao tui đi bảo hành lại đây tui bị lỗi nữa rồi mà tui bị dính f2 nên ko ra khỏi nhà được,Đã dùng khoảng 1 ngày,0
r-47822654,Samsung Galaxy S20 FE,Trần Duy Phong,Đã mua tại TGDD,ĐT bị bóng flas màn hình khi mở.bắt sóng WiFi kém hơn máy rẻ tiền dù đứng cạnh củ phát.ra nhận máy thì bị mở hộp trước,Đã dùng khoảng 1 tháng,0
r-47480315,Samsung Galaxy S20 FE,Nguyen Qui,Đã mua tại TGDD,trời ơi. màn hình ko lên sau 1 tháng sử dụng. xong đợi 2 ngày nó lại lên. mặc dù khi không lên màn hình nhưng điện thoại vẫn hoạt động ngầm. Không nên mua!,Đã dùng khoảng 2 ngày,0
r-47423387,Samsung Galaxy S20 FE,Tài,Đã mua tại TGDD,Máy mua 3 ngày bị hở viền mặt sau..bụi vào rất nhìu..nhét tờ tiền bị lọt vào trong,Đã dùng khoảng 1 tháng,0
r-47342237,Samsung Galaxy S20 FE,Lê Hạnh,Đã mua tại TGDD,Mk mua máy đk 23 ngày dùng thì mk cảm thấy máy rất nóg. Mk mag ra đmx để bảo hành thì báo mk là máy bị lỗi và mk đk đổi sang 1 máy khác nhưg k còn nguyên syu và mk yêu cầu là cho mk 1 con máy còn nguyên syu mk đợi 23 ngày sau mới có máy về cho mk ( trog thời gian mk đợi mk có gọi cho bên đmx thì lúc thì báo mk đợi máy về lúc thì bảo hệ thống hết máy nguyên syu đến lúc mk làm cang thì bảo mk đợi mấy hôm nữa là về) khi mk ra tét thì mk hỏi chị quản lý là nếu mk lấy máy này về mà vẫn bị nóg thì có đk đổi lại nữa k. Thì c ấy bảo là k chỉ dk đi bảo hành thôi k dk đổi nữa vì quá 1 tháng đổi trả r. Và mk chấp nhận mk lấy máy ra mở youtube thì chưa đk 20p thì máy nóg. Vậy bên tgdd và đmx giải thích hộ mk lý do tại sao mới dùg 20p mà máy nóg.,Đã dùng khoảng 1 tháng,0
r-46717047,Samsung Galaxy S20 FE,Thắng,Đã mua tại TGDD,"Mới dùng hơn 1 tháng ( 50ngay) loa rè( bắt đi bảo hành), mấy năm trước mua 1 cái cũng 10tr dùng đc 2 tháng sạc ko vào cũng đi bảo hành. Ko bít bán hàng ji nữa, 1đ về chỗ.",Đã dùng khoảng 4 ngày,0
r-53654347,POCO C40,THU,Đã mua tại TGDD,Rất hài lòng,Đã dùng khoảng 1 tuần,1
r-53647274,POCO C40,Nguyễn Kim Đạt,Đã mua tại TGDD,cảm thấy rất ưng ý ở con máy này.không thấy điểm nào chê. pin trâu dùng khoảng 1 ngày rưỡi. nếu cả ngày dùng thì thoải mái.màn hình đẹp.đa nhiệm cũng ok.loa ok.có nhiều theme hay,Đã dùng khoảng 4 ngày,1
r-53643116,POCO C40,Huỳnh Phiên,Đã mua tại DMX,Tôi đã mua và đang sd poco c40 rất ok!,Đã dùng khoảng 2 tháng,1
r-53640768,POCO C40,Anh Tuyên,Đã mua tại DMX,Nhân viên phục vụ rất tốt,Đã dùng khoảng 1 tuần,1
r-53639214,POCO C40,Anh Thắng,Đã mua tại DMX,Rất tuyệt vời,Đã dùng khoảng 1 tuần,1
r-53594528,POCO C40,Thi,Đã mua tại TGDD,"Nhu cầu xem Youtube, Facebook, tiktok,đọc báo,nghe gọi pin 6000 thì tuyệt vời.... chú ý chỉ nhu cầu cơ bản thì tuyệt vời nhé. Còn chơi game thì bỏ ý định đi....... mình mua máy cũ giá rẻ thì quá hời...",Đã dùng khoảng 1 tuần,1
r-53590008,POCO C40,Thiện,Đã mua tại TGDD,"Dùng rất mượt mà,loa ngoài êm ấm,to rõ ràng",Đã dùng khoảng 2 tuần,1
r-53572311,POCO C40,Anh Thịnh,Đã mua tại TGDD,Tôi rất hài lòng về phong cách phục vụ của cửa hàng thế giới Di Động.,Đã dùng khoảng 1 tuần,1
r-53568693,POCO C40,Bui Tiến,Đã mua tại TGDD,Bên mình có cường lực poco c40 ko ạ và cửa hàng bao giờ có thế làm việc,Đã dùng khoảng 2 tuần,1
r-53563862,POCO C40,Lịch,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53381846,POCO C40,MINH,Đã mua tại TGDD,Khá tốt,Đã dùng khoảng 1 tuần,1
r-53379691,POCO C40,DUYÊN,Đã mua tại TGDD,Điện thoại ok 👌,Đã dùng khoảng 5 tháng,1
r-53340986,POCO C40,Phạm Hy,Đã mua tại TGDD,Tạm dc với tầm giá đang chơi game. Mà có cuộc gọi thì vào game lại khó à ko biết có cách khắc phục ko,Đã dùng khoảng 3 tháng,2
r-53313189,POCO C40,Đức Chuẩn,Đã mua tại TGDD,Sản phẩm tốt. Qua Hai tháng sử dụng mình có những cảm nhận sau... máy chạy mượt mà với các tác vụ như YouTube. Facebook. Messenger..... đặc biệt màn hình HD 6.7 inh xem Youtube rất thích. máy có độ bảo mật cao thiết kế kiểu khóa vân tay rất nhạy. Bên ngoài vỏ điện thoại được thiết kế giả da nên trông rất lịch sự. Pin 6000 cho bạn trải nghiệm liên tục 10 đến 12 tiếng. Nếu như mình chỉ chơi Facebook. Xem Youtube. Hay nhắn tin... thời gian sử dụng có thể lên đến 2 ngày. Đối với game liên quân hay fefire các bạn cứ bật câu hình mượt máy sẽ không xảy ra hiện tượng giật lắc. Còn chụp ảnh. Các bạn có thể bật chức năng HDR sẽ cho những bức ảnh cực kỳ sắc nét. Đối với phần loa. Loa cho âm thanh vừa không quá to các bạn nào muốn nghe nhạc hay có thể mua tai nghe akr để có thể nghe những bài hát yêu thích với âm nhạc chất lượng nhất. Kết luận đây là sản phẩm mình rất ưng ý từ câu hình máy tất cả mọi chức năng đều OK không phải nghĩ. Riêng về pin thì quá OK. Mình ghét nhất là đang chơi game nghe nhạc mà lúc nào cũng phải cắm sạc. Mình khuyên các bạn nên lựa chọn sản phẩm này. Đây là lời khuyên chân thành nhất mình dành cho các bạn bởi mình rất ghét những con người gian dối. Mình chỉ muốn các bạn có được những sản phẩm tốt nhất đáng với đồng tiền công sức các bạn bỏ ra . Cảm ơn các bạn đã đọc những dòng chữ mình viết về sản phẩm. Cảm ơn mọi người 👋,Đã dùng khoảng 1 tháng,1
r-53292448,POCO C40,NGUYÊN,Đã mua tại TGDD,"Rất OK, mượt mà, chụp ảnh,quay phim đẹp sắc nét.nói chung là đáng đồng tiền nên mua và giới thiệu bạn bè mua về sử dụng vừa hợp túi tiền tiện lợi giá sinh viên, chất lượng thì giáo sư 😁😁😁Good 👍👍👍",Đã dùng khoảng 1 tuần,1
r-53290866,POCO C40,NG%C2N,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-53286066,POCO C40,TOÀN,Đã mua tại TGDD,Tốt,Đã dùng khoảng 1 tuần,1
r-53284375,POCO C40,B C,Đã mua tại TGDD,chất lượng phù hợp vs giá thành,Đã dùng khoảng 2 tuần,1
r-53284327,POCO C40,NGUYỄN,Đã mua tại TGDD,Tôt,Đã dùng khoảng 1 tuần,1
r-53240257,POCO C40,LOAN,Đã mua tại TGDD,rất tốt,Đã dùng khoảng 1 tuần,1
r-53239947,POCO C40,Phạm Văn Đoan,Đã mua tại TGDD,"Pin khỏe trâu cấu hình thì tạm ổn cho mức giá tầm trung 3triệu , mình mua về nhu cầu để live tik tok , chứ không có nhu cầu để chơi game trên máy này , rất hại máy khi dùng chơi game với cấu hình thấp nhé , nên khuyên anh em nào mua về để live thôi",Đã dùng khoảng 5 tháng,1
r-53194201,POCO C40,Hải,Đã mua tại TGDD,Rất ok pin khoẻ,Đã dùng khoảng 1 tháng,1
r-53182941,POCO C40,TUYÊN,Đã mua tại DMX,Rất tốt,Đã dùng khoảng 1 tuần,1
r-53182725,POCO C40,TÚ,Đã mua tại DMX,Máy chạy rất mượt mọi người nên mua vừa giá tiền,Đã dùng khoảng 3 tuần,1
r-53155526,POCO C40,Bùi Quốc Nguyên,Đã mua tại DMX,Tốt,Đã dùng khoảng 1 tuần,1
r-53088399,POCO C40,L%C2M,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53025901,POCO C40,KHANH,Đã mua tại DMX,Đc,Đã dùng khoảng 1 tuần,1
r-53025490,POCO C40,KIM,Đã mua tại TGDD,Hai long...,Đã dùng khoảng 1 tuần,1
r-53025287,POCO C40,KHÁNH,Đã mua tại TGDD,Ok,Đã dùng khoảng 1 tuần,1
r-53004526,POCO C40,L P,Đã mua tại TGDD,Khi sử dụng shopee thì lag,Đã dùng khoảng 1 tuần,1
r-52940310,POCO C40,CƯỜNG,Đã mua tại TGDD,Ok. Pin khoẻ,Đã dùng khoảng 1 tuần,1
r-52933408,POCO C40,LỘC,Đã mua tại TGDD,Dùng được trong tầm giá,Đã dùng khoảng 1 tuần,1
r-52913913,POCO C40,QUẢNG,Đã mua tại DMX,sản phẩm tốt,Đã dùng khoảng 1 tuần,1
r-52897469,POCO C40,THƠM,Đã mua tại TGDD,Rất tốt,Đã dùng khoảng 1 tuần,1
r-52882580,POCO C40,TU N,Đã mua tại TGDD,Sài ổn định,Đã dùng khoảng 1 tuần,1
r-52854228,POCO C40,Minh Châu,Đã mua tại DMX,"tốt, trong tầm giá",Đã dùng khoảng 5 ngày,1
r-52842591,POCO C40,Trung,Đã mua tại TGDD,Máy dùng mượt pin sài lâu rất ổn,Đã dùng khoảng 1 tuần,1
r-52821759,POCO C40,Em Lời,Đã mua tại DMX,Đt mượt đẹp,Đã dùng khoảng 1 tuần,1
r-52795747,POCO C40,Nguyễn Tấn Bảo,Đã mua tại TGDD,Nhân viên tư vấn nhiệt tình.,Đã dùng khoảng 1 tuần,1
r-52789301,POCO C40,Danh,Đã mua tại DMX,Trong tầm giá tiền thì tạm ổn,Đã dùng khoảng 1 tuần,1
